_UNK 0.1636601092909063 0.19394096379950032 0.0013184919026291153 -0.18162018829196092 -0.11695196160776233 -0.1397148120458937 -0.18147654284495163 -0.14784211053470553 -0.1387685972023452 0.0943613843100573 0.043513148613525676 0.13483951030351304 -0.18622007674177604 -0.07242265844633594 0.14398880881631593 -0.05506169288167284 0.04010168664558805 0.06375372007083485 -0.12249482750843177 -0.018040715064938095 -0.14559777972803506 -0.1827290345665321 -0.17685247480736144 -0.05191868378612957 0.12407494197537405 -0.12609532664089795 0.03880644639343339 0.02353771210636635 -0.17444319324067675 -0.12473690134112775 0.07585212800611574 -0.23990092026963056 -0.04122463219609784 -0.24213428468531134 -0.2390061408473521 -0.028763554127501534 0.24892020224389572 0.19496266060701545 -0.0013907448784034604 -0.11791488506481518 0.14820809993262407 -0.15101709770676908 -0.04676054602063445 -0.038484207950253646 -0.047777963110236965 0.061420119089541425 -0.10492517679128271 -0.013998946700081116 0.02037236160897371 0.19800691327767134 0.1214943271999333 0.22391284385142457 -0.09061335308976992 -0.002811514988410979 -0.0920241632997707 -0.09532409244952811 -0.05503461602417353 -0.01151574999394439 -0.12405213312358249 -0.03539952851407868 0.08398753360456851 0.02230790108047287 0.012473397389255958 -0.0516649354538391 0.2135478015939814 -0.09510228391981695 -0.14919544455792488 -0.0878363141070127 0.06871533062860097 -0.015578076351674242 -0.06905595011805465 -0.12551775166587892 -0.22561289901118692 0.09105525099995365 0.16238061996408548 0.10791463008649504 -0.008513824483976862 0.1958869961269602 -0.247484287415084 -0.08824195112222288 0.1569214673220174 -0.21253124305194016 -0.12720608236401065 0.07353243328099307 -0.08450688582271998 -0.17875428806791382 -0.015696399015301676 -0.22256051107843305 -0.14111853070649233 0.11648120989505428 0.013350541318171816 0.05446711888861916 -0.013093419981184129 -0.21854842426971738 0.05270505890364857 -0.13257780155201432 -0.09679188894016105 0.05628875317527271 -0.1099731940653359 0.07662788788038305 -0.01349486672599598 -0.05288221081678979 -0.14306116622936066 -0.026952695823744988 0.04913508174816428 -0.05682416382476435 0.17935109283501321 0.12303070315537784 -0.06822781389885041 -0.169216366427137 -0.03726123561996969 -0.16190764366832544 -0.10625340463909061 0.1559402967404369 0.2416148339727553 -0.08307656980971201 0.20814174076904413 0.22601743726331297 -0.003524913439245436 0.08320550132486398 -0.10673483342111323 -0.17031211959963166 -0.046114565640306915 0.019460962245869295 -0.1047589568457426 0.15930140431669365 0.1824786035616045 0.05479347053544953 0.15579820739265915 0.07832217364746591 0.132213364763346 -0.22326151385554227 0.019941824350241444 0.07731206849819161 0.051788274687152025 0.20289148475432844 0.03661136283338595 -0.22664039177042145 -0.04527151341306801 0.053534468149093906 0.23895497827145407 -0.06250088728818681 0.024039703493429987 -0.1319017728948803 0.22946923600961727 -0.21481340470214744 -0.19957644887192805 0.05126738512308965 0.028109836638203767 -0.20637313334423513 0.19514951614167647 -0.2453976611792288 -0.031413221379609335 -0.22545944051704747 0.04534991382163461 -0.16685835700865237 -0.11098673682029464 -0.023575497296221493 0.16557615346262727 0.2394271413178437 -0.09234992350327759 -0.16969505648661398 -0.20742837812216325 -0.21889342637740733 -0.030644545187831718 0.21078367072386944 0.2066711438479648 -0.22329584692164783 -0.09625581957827467 -0.14614169236024532 0.14056986028447616 0.09337910642724845 -0.22844745754987877 -0.1290161450424025 -0.0836901178398694 0.21621777879466708 -0.16273158149935907 0.11577390818930772 -0.16698733666636578 -0.11378496556604328 0.17030650203143105 0.16665786532052318 0.08419822626297696 0.0781817904799666 0.19175364124242972 0.23317760923503822 0.17585156592193973 -0.05606189738172268 -0.20054621823604796 0.11174310889110584 -0.14579144740616168 0.11789938788446619 0.18831097970987776 0.042336474196854657 0.23614127457055772 0.028234608472545553 -0.1313255162798429 0.1668358403519135 -0.1641463861294622 -0.07460191464319205
_PAD 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
RR 0.3133922 -0.066762194 0.20604035 -0.48688108 0.009279793 -0.09763374 -0.2488306 0.08526846 0.36335304 0.292584 -0.30176073 0.2974825 -0.43564153 0.17248277 -0.0077647613 0.06350711 -0.21526115 0.23313366 -0.1355781 -0.107298344 -0.4354512 -0.18205108 0.5005731 0.43379706 0.12081144 0.09589071 0.06555466 -0.18058765 0.18113239 0.022942206 -0.05432123 0.05294232 -0.22256075 -0.23261265 -0.25034004 0.25523886 0.2974297 -0.5580643 -0.13394038 -0.09928749 -0.007725499 -0.075846404 0.23403871 0.11686497 0.027012847 -0.19894607 -0.07566238 -0.123654775 -0.19101162 -0.42245245 0.28292334 -0.06254984 0.08124555 0.09928339 0.531992 -0.30570617 0.1778716 0.2585554 0.06123285 0.10097583 0.42380887 0.0495981 0.053867858 0.09946756 -0.016551256 0.2914938 -0.06758991 0.22431783 0.12897556 0.114031546 0.2968824 0.39357442 0.07949953 -0.40873912 -0.04928455 0.10404163 -0.38766629 -0.09128511 -0.13708232 -0.06943031 -0.29322028 -0.5209628 -0.41330332 -0.03377664 -0.18139438 -0.023030937 0.17936312 -0.16988546 0.05888958 0.09649991 -0.13199896 -0.007008284 -0.14709744 -0.09562552 -0.21817307 0.33313882 0.041105635 0.12714402 0.5891924 0.17910367 0.31774145 0.15717515 0.09100888 0.049400944 0.23157454 0.23010899 0.19166632 0.14615437 0.23595957 -0.48550692 0.19387825 -0.29816478 -0.1526754 0.16570637 -0.003865188 0.013244057 -0.09687956 -0.06689837 0.19610922 -0.29815575 -0.18310148 0.18671219 -0.4273069 0.35054117 0.2814632 0.07887624 0.058110658 -0.1533949 -0.014165769 -0.22636907 -0.2760848 -0.31079024 0.28965992 -0.045242757 -0.20116478 0.1776708 0.12542164 -0.2045163 0.14658608 0.20174497 -0.38961583 0.28650787 -0.50663716 -0.45601678 -0.06625637 0.38048434 -0.35391057 0.27104506 0.19565971 -0.008213945 -0.33435774 -0.09729609 0.1087554 -0.083847225 0.3399096 0.22028379 0.15137191 -0.12411639 0.1265363 -0.083220355 0.055113755 0.119818 -0.34950146 0.29735747 0.4340218 0.19510916 -0.20221381 0.13176018 0.18452235 -0.17695491 0.5238198 -0.10741025 0.2503159 0.040571097 -0.49463004 0.14714573 0.2509674 0.16409989 0.039550968 -0.15334244 -0.28425393 0.56208843 0.30170184 -0.2692101 0.13076012 -0.05718951 0.4739558 -0.4053635 -0.11562882 0.4863143 0.28363872 0.35331416 0.384209 0.48663744 -0.07087778 -0.088242434 0.20677848 0.07613215 -0.20650643 0.13570108
115 -0.12830588 0.13118944 -0.117541425 -0.2627473 -0.22480366 -0.0444223 -0.017335953 -0.016213689 0.10675848 -0.19076048 -0.024877442 0.19913688 -0.22177936 -0.2494976 0.060897946 -0.012540269 -0.007743357 -0.1136123 -0.21722949 -0.00839968 -0.20026335 -0.0012483794 -0.1359145 0.07964657 -0.19878098 -0.09035811 0.2982124 0.1463503 -0.031196682 0.280409 0.0576925 -0.0078093503 0.2224768 0.17961247 -0.07034432 0.2552081 0.16672222 0.1529844 0.13389271 -0.26847526 0.0007405933 0.0023105284 0.47903255 -0.18773319 -0.113254234 -0.26191542 -0.0746792 0.0487519 0.096201025 -0.06691697 0.21128796 0.15488607 0.21867485 0.10607296 -0.1585491 -0.213168 -0.094427794 -0.03984885 -0.024758345 -0.2738927 0.12311085 0.25164115 0.12601584 -0.28206727 0.044481184 0.21663763 -0.12292464 0.322543 -0.23567843 0.09480573 -0.3613772 0.029921176 0.22493161 -0.059373528 0.222087 0.03157813 -0.40236446 -0.18634774 -0.119600795 0.10172147 0.018940441 -0.14816536 -0.16252787 -0.15728532 -0.13046607 0.11812045 0.1543712 0.10220407 -0.014312223 -0.20078307 0.09068315 0.24485902 -0.03200502 -0.17415908 0.0502727 -0.1150575 -0.12807351 -0.007997374 0.22304015 0.10387724 -0.02946637 0.30054027 -0.2318146 0.23882344 0.18186525 0.15558487 -0.011081301 -0.05746827 0.16727518 0.020446235 -0.08863885 -0.37230211 -0.26162258 0.2607862 0.03121217 0.12673333 0.1991862 0.11627569 0.17231455 0.15407234 0.030750364 -0.1962054 -0.19967683 -0.14112793 -0.14372788 -0.18427621 -0.34040248 0.19312885 0.13434626 0.12710948 -0.09045496 -0.07903935 0.25500286 -0.0907633 -0.10596175 -0.01524876 0.012499694 -0.07239027 -0.02733967 -0.0057035643 0.14714454 0.15769936 -0.32487243 0.049274206 -0.21714745 0.2186432 0.02288134 0.44123316 -0.09594349 -0.13096018 0.20661743 0.02723219 -0.25946602 -0.07403803 -0.15805133 0.19368893 -0.098490626 -0.32195473 -0.07934557 0.18932338 0.16006783 0.0887006 -0.039135788 0.18447252 0.20882012 -0.09890167 -0.07226761 0.007585864 0.19451521 -0.079023294 0.073581584 0.1693316 0.16545974 -0.03617514 -0.10967098 0.20237757 -0.3888089 -0.049793128 -0.10207419 -0.04504509 -0.19368662 0.07078264 0.18935244 0.19000457 -0.00047036848 0.054923493 -0.10088821 -0.30833265 0.38123348 0.54674125 0.042827986 0.08854301 -0.14633049 0.16462697 0.009498746 0.023168933 0.26033008 -0.08112856 -0.08773129 -0.30520102
/ -0.19557846 0.14199553 0.018465137 -0.11361682 -0.40112182 -0.08137624 0.055689815 -0.1135424 -0.12069702 -0.07483463 -0.027157212 0.09240831 0.40123737 -0.08736841 -0.11483081 -0.27372807 -0.03508679 -0.052777592 0.004637627 0.34085318 -0.16792122 0.3754818 0.067427896 0.37033415 -0.015331529 0.08769696 -0.14293571 0.2308861 0.20177178 0.062110648 0.21705312 0.10368071 0.108514085 -0.09024178 0.007505587 0.24008982 0.25148645 -0.023930553 -0.119141094 0.15961921 -0.6594138 0.07767234 0.13189647 -0.03731613 -0.071618035 -0.019462507 0.16635117 -0.10021395 -0.28058112 -0.010398077 0.017883161 0.21856791 0.026651869 -0.011892354 0.033806566 -0.08265806 -0.0027458624 0.114355996 -0.020322358 -0.087582365 -0.31267515 0.4470652 -0.17075376 -0.18975851 -0.122784086 0.55579144 0.048779774 0.51994246 -0.13351424 0.20915069 -0.028910626 0.071448505 -0.26680392 -0.19033961 0.09306277 -0.13512348 0.03967963 -0.022670237 -0.19074959 0.11337333 -0.0933583 0.028275225 -0.2085667 -0.06546718 0.017279234 0.22619233 0.22025996 -0.39135173 0.07201188 -0.123166546 -0.013093199 0.22592968 -0.43312457 -0.46677315 0.28871456 0.09534021 0.23444536 -0.056600127 -0.09700586 0.08476534 0.12893578 -0.0944004 0.0817195 -0.013588794 -0.14869983 -0.0074762674 0.23336402 0.043681808 0.02938099 -0.27155814 0.047627635 -0.023992533 -0.24472342 -0.10952184 -0.07653634 -0.011902129 0.26538405 -0.15039441 -0.035491712 -0.020266322 -0.11275017 -0.38925174 -0.22548926 -0.031756144 -0.26940018 0.20692247 0.1472137 0.26101044 -0.012574541 -0.04630304 0.023744749 -0.08824993 -0.06591508 0.12707295 -0.0276475 0.14271978 0.45364177 -0.12218962 0.19127364 -0.07204985 -0.098803125 0.24034578 0.05197152 -0.17557406 -0.3330134 0.45689029 0.110993885 0.29800028 0.108469464 0.02565986 -0.20365411 -0.00981941 -0.03939362 0.24192144 -0.046576884 -0.07577397 -0.43648148 -0.45119914 -0.20003653 0.3873388 0.13974437 -0.11640307 0.20011404 0.104019225 0.3460949 -0.11609741 0.009466606 -0.12937365 -0.16211039 0.19130506 0.010546181 0.20149906 -0.06344224 -0.015432799 -0.29997134 -0.38897407 0.17440706 -0.2740826 0.100343935 -0.23681952 0.021741288 0.2649727 -0.0045939083 -0.015454027 0.11160575 0.07011025 0.15948474 -0.24581914 0.11388404 0.18014458 0.26688844 0.21474065 0.05204473 -0.05860246 0.034046885 0.108778134 -0.017516606 0.032301173 -0.28948116 0.091411784
70 -0.24170837 0.23085657 -0.017301193 -0.049843904 -0.11308692 0.0348865 0.037389956 -0.16831629 0.083179645 -0.25979435 0.03740037 0.09370013 -0.31485254 -0.103805974 0.061060585 -0.10206115 -0.014782623 -0.018301578 -0.16694753 -0.11611737 0.002459177 0.086807705 0.010887067 -0.07856411 0.045451947 0.07308098 0.2373323 0.06559718 -0.011431968 0.067761675 0.07775477 0.17786956 0.14754656 0.10019166 -0.12897784 0.0927752 0.19406307 -0.111277424 0.076218456 -0.17049249 -0.09336818 0.003415882 0.42488354 0.20497522 0.07626687 -0.17720002 -0.1296877 0.0054148454 0.03448326 0.2611595 0.021699823 0.28810316 0.23466425 -0.18880452 -0.19532306 -0.11268536 0.016369427 0.07688857 0.05928697 -0.2019367 0.071418256 0.44213843 -0.0076267305 -0.11782667 -0.0050183646 0.11275241 -0.2766271 0.12894766 -0.1763335 0.13721755 -0.08859473 0.052275266 0.038570784 -0.16717233 0.28173727 0.08779185 -0.39218614 0.14807361 -0.4133383 0.10785164 0.084944814 -0.27159825 -0.22615506 0.066976815 -0.18873098 -0.19620371 0.1717623 -0.035920385 0.26306185 -0.30092767 -0.09045079 0.33775353 -0.2153382 -0.16024627 -0.26595283 -0.11901455 0.061348394 0.15338191 0.44806397 -0.13804433 0.07713024 0.12549357 -0.16345598 0.14846535 -0.0154357655 0.059455592 0.0029921387 -0.07410608 -0.19339323 -0.055790864 -0.008584423 -0.17274767 -0.17616506 0.023046624 -0.07243747 0.24973184 0.14498584 0.11263342 0.025383735 -0.08286272 0.0394715 -0.016883774 0.04449865 -0.0951459 -0.16884463 -0.04140301 -0.19315776 -0.0017489938 0.08264416 0.024503283 -0.20711063 0.025227359 0.13136439 -0.011721533 -0.3513317 0.26357862 0.04076405 -0.14541116 0.013559341 -0.07307207 0.1252184 0.07129405 -0.06935623 0.019969717 -0.14260487 0.1329991 0.043016173 0.24685188 -0.070349336 -0.3206192 0.037276864 -0.10128341 -0.32652047 0.087362066 -0.15906087 0.11660172 -0.019330353 -0.24573988 -0.030307971 -0.017249415 0.15454595 -0.01102674 0.04565815 0.14352472 0.14741641 -0.40957543 -0.0044103567 -0.06385872 0.08175405 -0.0008450559 -0.061095253 0.4031891 0.23199876 0.0031421497 -0.19729273 0.036687028 -0.38258016 -0.15103287 0.00975902 0.25640106 0.090650715 0.020841612 0.16540505 0.12932576 0.07368911 0.09722579 -0.02865848 -0.19616099 0.20779906 0.41240138 0.20725027 0.18376146 0.06084624 0.12314045 0.13626479 0.11897097 0.20807092 -0.028910344 -0.063582614 -0.00956207
, 0.14779897 0.044694286 -0.10518212 0.067468025 0.09890765 0.016050367 -0.010223032 -0.0058323466 0.06445708 -0.1672221 -0.1666722 -0.115691535 -0.09547418 -0.04118862 -0.2059881 -0.00907135 0.08515125 0.037774827 -0.02889819 0.09508437 -0.061045337 0.073003314 0.00050968723 0.05011556 -0.16887292 -0.02140533 0.031603847 -0.09589048 0.14183898 0.18115395 0.1323746 -0.018567238 -0.0088336095 0.11450214 -0.0410829 0.1490229 0.16520329 0.01969913 -0.04868255 0.07587683 -0.07862434 0.0627479 0.14157258 -0.0075953165 0.0032951431 -0.1401651 -0.062444206 -0.0064031314 0.022985758 -0.104242206 0.17077936 0.121162504 -0.040084884 0.10963722 -0.16920754 -0.15922534 -0.014265639 -0.09292991 -0.1056442 -0.113145806 0.014796635 0.11881908 -0.06770321 -0.19740838 -0.058550876 0.09916451 -0.085855655 0.13776833 -0.09044372 0.11439372 -0.085231364 0.07173169 -0.12738451 -0.09511009 0.07512805 -0.06435496 -0.12350688 0.04918019 -0.11256419 0.13229488 0.033280276 -0.07796259 -0.10361032 -0.05804811 -0.047171056 0.011469151 0.10733708 0.016347874 0.04238731 -0.08620052 0.15265979 0.16866198 -0.22743832 -0.25223985 0.0046761087 0.09311597 0.02235405 0.009853568 0.29552487 0.0071083345 0.10089214 0.0954265 -0.12135893 -0.008333309 0.046798434 -0.03526796 -0.024017822 -0.16368388 0.26540536 0.043200254 0.18687652 -0.21316451 -0.1398549 0.13931654 -0.13546489 0.06981232 0.19173652 -0.16717868 0.24389008 -0.023958871 0.07170467 0.07877966 -0.0815986 -0.012795714 0.055408318 0.034670398 -0.014598338 -0.0975299 0.010944121 0.10067926 0.017376054 -0.13826309 0.011984899 0.055543825 -0.20507082 0.09796077 0.06364097 -0.20137799 -0.09560892 -0.0063913832 -0.022764647 0.25669006 -0.137354 0.13708067 -0.09724123 0.2826703 -0.07714978 0.3537303 -0.09707644 0.04572799 -0.0783688 -0.10562094 -0.06283165 0.019948173 -0.11916495 0.07028216 -0.10431826 -0.21533126 -0.12255775 0.09354413 0.06962227 -0.14009944 0.08220436 0.07849355 0.11305004 -0.005212027 0.0032098065 -0.08447285 0.015746398 -0.09557246 0.0076743406 0.075151056 0.13459998 0.06997005 0.034015268 -0.026590863 0.069534905 -0.042559113 -0.021752918 -0.075627826 0.1023952 0.046145342 0.06171499 -0.04266562 0.018640164 0.10046289 0.00091211894 -0.13170695 0.06340161 -0.07496403 0.22618489 0.07940843 0.16163298 0.033080854 -0.17566371 -0.03592223 -0.051931057 0.14544195 -0.20034848 0.13622296
Puls -0.329887 -0.41772446 -0.06297614 -0.116052225 -0.116425455 0.0072780265 0.07020476 -0.049906366 -0.06922001 0.03741148 0.013336784 -0.04890212 -0.012204869 0.13044031 -0.07051605 -0.22565523 0.20729025 -0.024835888 0.025666533 0.073263906 0.040095925 0.040864464 -0.04636865 0.03435155 0.07416736 -0.21234065 0.032445703 0.045164265 0.05381168 0.069293045 0.22023526 -0.19345716 -0.048358623 -0.04753835 -0.11389469 0.11187916 0.20727645 0.078589715 0.15236083 0.004104636 -0.23421656 -0.06607195 0.07849236 -0.02673098 0.030776711 -0.22154783 0.046881337 -0.124893054 -0.0817707 0.0076565435 -0.049960945 0.06291064 0.17241281 0.007166248 0.116994046 -0.11844475 0.049837872 -0.017900903 -0.090093136 -0.059328407 0.046212185 -0.017179912 -0.082134604 -0.15813726 -0.060912754 0.4499207 -0.05925734 0.1755127 -0.13189302 0.27288562 -0.02960311 0.0449419 0.03943302 -0.022482777 0.12677938 -0.07222686 -0.04584018 -0.07700986 -0.07055267 0.13115051 -0.0052354094 0.038645763 -0.03871135 0.057088137 0.023517685 -0.14451155 0.069860525 -0.0771612 0.01807737 -0.16014422 0.1506377 0.24504542 -0.22007523 -0.14593196 0.23735867 -0.022098476 -0.017496523 0.10323892 0.2396644 -0.09632841 0.1100952 -0.15619746 0.04218141 0.097658135 0.17982048 -0.086385466 -0.12585737 -0.18384968 0.018647369 0.021333981 0.048592836 -0.22094463 0.10891 0.14716 -0.35347047 0.047001824 0.0866356 -0.36655957 0.10597503 -0.1629894 -0.0068611903 0.09318701 0.021178858 0.0078095007 0.36775607 0.11841169 0.0010916473 -0.0042979117 -0.2034853 -0.04884245 -0.27781138 -0.18974759 0.15406409 0.054974686 -0.22007015 0.24197449 0.21406306 -0.0863129 0.11904571 0.0870334 -0.02156305 -0.19474696 0.058019593 0.1828843 -0.1616723 0.2923009 -0.13877824 0.05497447 -0.02837014 -0.18672472 -0.2944199 -0.18071818 0.071097605 0.22292468 -0.33472282 0.16146816 -0.08963499 -0.053601734 -0.06944294 0.103559464 -0.19229501 -0.20643725 0.016900629 -0.048082523 -0.05188574 -0.012386991 -0.14235108 0.13442667 -0.059282653 -0.3304716 0.057521697 0.0006590717 -0.021512432 -0.016678426 -0.077784315 0.24539647 -0.09261415 0.10765432 0.117898166 -0.2785517 0.13732134 0.070695125 0.3294499 0.03393267 -0.10627116 0.015510652 0.17144352 -0.35345915 -0.033128813 0.28439376 0.10998704 -0.05513493 0.09637572 -0.19697915 0.00799895 -0.06436977 0.16252603 0.12560716 -0.22218941 -0.017475303
88 -0.14020485 0.2042592 -0.17973636 -0.07809698 -0.122990206 -0.13267843 0.28702903 0.054752633 0.10362905 -0.12806912 0.12195331 0.04602305 -0.47513098 -0.20214503 0.06263501 -0.11203866 0.07758034 -0.047643583 -0.3525558 -0.05857843 -0.006759621 0.011622523 -0.2128691 0.051893737 -0.14462839 0.16835767 0.5151473 0.06831282 -0.038444392 0.12637207 0.05308133 0.2759349 0.19541746 0.15543002 0.0333949 0.07354936 0.06568551 -0.13882992 0.026942907 0.021354487 -0.12042923 0.04047312 0.4913191 -0.011680535 0.04749783 -0.35888302 -0.06279211 -0.14771335 -0.14537688 -0.06442425 0.23710297 0.29373616 0.21498863 -0.06737038 -0.2485792 -0.010794553 0.106351145 -0.11153142 -0.058093518 -0.290604 -0.03507348 0.3077731 0.043747466 -0.20138542 -0.093271025 0.080920085 -0.23958912 0.16627423 -0.16893391 -0.05426203 -0.14847843 0.04199438 0.17354952 -0.29395142 0.19563471 0.18137844 -0.41207713 0.035409357 -0.341428 0.06683638 0.08397322 -0.15095395 -0.248358 -0.064427376 -0.31467402 -0.05059444 0.06793327 0.17856516 0.16597 -0.1786814 -0.22431572 0.107639745 0.010674468 -0.30975658 -0.21647854 -0.11236746 -0.122300535 0.14770733 0.41082716 -0.0025587748 0.08358705 0.20895311 -0.104276076 0.18555054 0.10055837 -0.093682 -0.14750585 -0.00037619742 -0.13848867 -0.2023817 -0.03567081 -0.37400123 -0.18750851 0.14139593 -0.05732751 0.23435657 -0.019932156 0.030518053 0.33469206 0.006575759 -0.08736585 -0.20849605 -0.0054913824 0.021950701 -0.105331555 -0.01995399 -0.26792184 0.08646074 0.06363784 0.26949146 0.003913425 -0.13893677 0.18453938 0.011482854 -0.3183462 0.3584485 0.0441922 -0.1718273 -0.03913001 -0.09798566 -0.00963832 0.16716288 -0.25944144 0.034770202 -0.2599857 0.037992526 0.11490349 0.3127074 -0.07088691 -0.08889577 0.05257651 -0.14434442 -0.27918503 0.11058025 -0.064043015 0.14555304 -0.022177847 -0.22398186 -0.19272263 -0.06530475 0.21990724 -0.05297801 0.03039768 0.09965017 0.3010063 -0.18973906 -0.100042425 -0.091973886 0.27507123 -0.035174873 0.2864623 0.04693859 0.1937117 0.08735557 -0.42675224 -0.058041938 -0.33596465 -0.13535778 0.09504468 -0.02417532 -0.13201185 0.050929338 0.11344615 -0.09209821 0.059718322 0.23924197 -0.17852484 -0.08364481 0.43591022 0.3645007 0.12936081 0.3756642 -0.23245524 0.069407195 0.044749454 0.1842502 0.21920006 0.047633734 -0.04500324 0.115071535
- 0.096396685 -0.08674112 0.03688695 -0.10454422 0.11349947 -0.034855094 0.011595008 0.17353603 -0.06616106 -0.050173134 0.1561585 -0.20543216 0.08038662 0.03961988 -0.04075682 -0.09639293 -0.17769821 -0.065344706 -0.06256841 0.2093255 0.11630441 0.38976273 -0.11364088 0.081075355 -0.06820417 -0.00795704 -0.04147543 0.09603746 0.16815506 -0.09845355 0.073660456 0.020111324 -0.115379795 0.13674167 -0.11868716 0.08733161 0.30230173 0.15948996 0.05236234 0.006891988 -0.4404092 0.04876685 0.12092933 0.014894885 0.027296131 -0.0849772 0.042585853 -0.26011476 -0.12727472 0.00046873893 -0.046931718 0.31254026 -0.084428385 -0.018871315 0.053930286 -0.16090168 0.037042998 0.019218957 0.010967716 -0.22339617 -0.14205424 0.27035335 -0.28259778 -0.28257847 -0.058316827 0.5695712 -0.11019849 0.3652406 -0.02221214 -0.09733106 -0.07229953 0.10530435 -0.30266467 -0.10074736 0.12447503 0.00072928495 -0.2279323 -0.1536029 -0.2289587 0.2858699 0.13076653 -0.119526364 -0.18881625 -0.008413788 0.057081994 0.23813894 0.09556659 -0.2563368 -0.15168889 0.15984969 0.02271264 0.24832413 -0.36794537 -0.3675851 0.014204082 0.08907546 -0.007102372 -0.07826049 -0.13173711 0.16769178 -0.09983302 0.02716512 -0.010376418 0.048011582 -0.110914856 0.043976504 0.2625266 0.031797376 0.2887513 -0.0566229 -0.04975994 -0.10091615 -0.26662853 0.2605374 -0.21085899 0.089586005 0.29355276 -0.1927419 -0.12966923 0.0705396 0.106609076 0.118589535 0.008129125 0.03440846 -0.025326593 0.24604064 0.14116544 -0.053057253 -0.056236085 0.15054666 0.036504183 -0.045949277 -0.04719117 -0.07188711 -0.20076282 0.05122442 0.4051874 -0.12659726 -0.109106176 0.04393005 -0.109667785 0.51130617 0.068411805 -0.1603864 -0.22664689 0.5335805 0.038396075 0.09112105 0.25155008 0.106617905 -0.14287582 0.10103485 -0.08507941 0.11685418 -0.10658381 0.1840131 -0.06450709 -0.40704626 -0.32993233 0.2824985 0.11611684 -0.24360654 0.14823738 -0.129829 0.31265956 0.19976297 0.0104007 -0.041424323 -0.082255535 0.007936785 -0.07040023 0.13857932 -0.23599339 -0.057609346 -0.34220862 -0.34147987 0.14211534 -0.3268715 -0.14283681 -0.28537232 0.18603729 0.22426453 -0.2138605 0.10301321 0.122835845 0.2305729 0.33464104 -0.19652624 0.2415306 -0.056619827 0.31473485 0.17627314 0.10748971 0.0443546 -0.0023836384 -0.058581635 0.00884195 0.03409633 -0.2684868 0.13607596
